"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
-0.410226122737309,-0.299205234328536,-0.227723768009326,-0.2562232540546,-0.458218972554757,-0.657080134932213,-0.152197932190273,0.00882895667499513,0.331721514283915,-0.162858710911365,-0.733981115282581,-0.0600161059112092,-0.213482538270641,0.180514684975919,-0.639250725165377,-0.332974616743196
1.88905672601997,-4.43171341564006,-4.74779232039227,1.83120830898121,-3.05388985975196,5.64217251853421,4.39434748543693,1.79527675473828,0.376813443966821,-3.99804736148077,0.959684533692347,-4.83315773990113,-1.11220565517573,1.7989671066984,-3.28749131882114,1.76228818202144
-0.386162732105355,0.231527128738228,-1.95748075491972,0.676604384474676,0.272311366960449,-1.40155474173545,0.103969509708265,0.713248430926175,0.164033825223556,0.252303394737539,-0.543606200290716,-1.8908473297324,0.562134637828024,-0.132503090757786,-0.257349186245312,0.174417035141859
0.399131547927522,-4.4331151159449,0.261052168114402,2.18975999442844,-0.0606510488100218,-6.07812095505709,0.313332812529681,5.9655128381498,-2.89837183125577,-3.95686810728806,-6.52422221539561,0.962257343484427,13.9185598328209,0.148325908562444,-0.0699012012004723,2.50048423482826
0.00168156015251551,-0.425179330952684,0.0391836568269433,-0.786304390975259,-1.52063397013911,1.40485312020652,0.523844026357425,-0.245836686097667,-0.727203474801468,0.0218658385852251,0.584276712077463,0.062789143670679,0.90280893912468,-1.48118426397137,-1.0859716101396,-0.470200225359792
-0.640779711134922,0.719681889035193,-4.08157851936269,1.85197472154296,-0.118722842058775,-0.784347101648405,0.326885196725086,0.207619396493147,-0.730002175292356,0.296191971034171,0.350263085760159,-3.73651499667186,-0.640477099419044,1.28140271619529,-0.0970722180629653,1.04268253037355
-1.45541574865387,1.59996729643483,-1.49644141205572,0.905198573464301,-1.20370405421065,-0.459878784448113,-0.174255023658192,-2.02354154520663,-0.707422048951066,1.96547790613427,0.115065406680104,-1.29490085951038,-3.41659816166562,1.37193192184919,-1.39242410773815,-0.63721867417501
0.073427808696399,-1.97657107943307,-2.87676812616175,1.34602972886918,-2.93367460667489,4.30725112391709,3.35843403046122,2.88836889442773,0.905658048215346,-1.8358939656486,-1.03791893431966,-3.73350461410356,-0.174721338562141,1.71746867078532,-2.42716356152068,1.15580918558457
-0.862031610443452,0.0977847484415394,-0.898926433274452,-0.197975689111407,-0.595672694995226,-1.10245758135594,0.248712176761801,0.275408835094086,0.0377891015561611,-0.551028800289131,-0.0646953691283254,-0.418563094088754,-0.487766181427609,0.249833209831305,-0.82391894797904,-0.366843663280072
-1.16816504152732,-0.0838460616049037,0.20347751453948,-1.84198878878926,-3.36124486755925,2.33753774965078,-0.537015395145276,0.588151836530871,-2.1286094865742,-0.292994414803473,1.88431164566912,0.360618848916683,4.50523850055349,-1.7605416554941,-2.51516235713264,-0.551094406002338
-1.97812179290124,4.93570930177327,-10.8562910442295,6.93792975850483,-1.97094171515618,1.39239745583077,-0.142199874097224,1.20423380043626,-6.11915889155887,5.24861797450094,5.52931599774995,-11.1978681748322,-1.87554388277597,5.76102329422874,-1.89765602860552,1.99224221397949
0.409207501982256,-0.719626918820502,-0.601569104231792,0.319771486334898,0.285566861262752,1.13315549003625,0.36592278182368,0.593058519827468,0.885597134115414,-0.0416974266187503,-0.678604587103684,-0.0494597931298082,-0.401711779749724,-0.0319746372201526,-0.445704933268815,-0.126407958626925
-0.60669449424539,0.423515142381829,-2.50764491598315,0.255240963142779,0.389168461687219,-1.69076911893171,-0.32924244252328,0.441544655844917,2.4528410839929,0.205983901603778,-0.731080836100988,-2.16215850183004,1.8757993116303,0.0527130133869714,0.274134591589965,-0.0143726345072374
-3.63197416712603,4.39154403334987,2.48467972450438,1.30269739745172,-4.43719236964599,1.51920058071821,-3.98444845494192,-5.19795659398375,-0.0859379763526586,4.0601078409656,-1.58819382495728,2.39928022301305,-0.163505719144719,3.52807736742965,-4.87092411813587,-2.16784184581707
-0.591907037137087,-0.135289929664456,-0.204487685694601,0.0342829925646073,-0.472752264315091,0.66837638310349,0.0794442604849726,0.922456202154075,0.277197196199949,-0.126735224012979,-0.113243256735818,-0.324094074427388,-0.372655582853483,-0.135258538560554,-0.948371070749912,-0.0811762465651246
-0.438178634760108,0.868266446834142,2.04130187026512,-5.44547780103243,-3.14877312586852,1.68626805288019,2.62665416580963,-5.89819294123333,-11.3897079529695,0.810241577300883,9.32331039139767,1.59175187979195,14.4873527021772,-6.41016742237203,-3.0108329181394,-0.107766491842113
