std,minfun,meanfun,skew,maxfreq,iq1,iq3,label,median,centroid,minfreq,meanfreq,peak,kurtosis,maxfun
0.38671484081610263,0.18330515638207945,0.5682123625646255,0.3674153078535133,0.5396272783125128,0.9297177642501383,0.11589580010632643,0.0,0.7162162162162162,0.233131883081596,0.18330515638207945,0.5682123625646255,0.3596646925178901,0.10927337721918191,0.5396272783125128
0.0692410473029953,0.8551986475063398,0.6262845966012774,0.3847246901627732,0.09694859717386853,0.9618151632540122,0.04678362573099415,0.0,0.7567567567567568,0.2406140778157366,0.8551986475063398,0.6262845966012774,0.3982013337408759,0.10235984228757349,0.09694859717386853
0.15271906946888145,0.7162721893491124,0.6506289241461376,0.3606396398449467,0.1953307392996109,0.9407858328721638,0.0685805422647528,0.0,0.7297297297297297,0.24258780972115543,0.7162721893491124,0.6506289241461376,0.49228288523598185,0.0954727545369934,0.1953307392996109
0.4176810362797369,0.4433220625528318,0.6625288321755625,0.3111338127802231,0.6690149498259267,0.6878804648588821,0.20361509835194044,0.0,0.5135135135135135,0.24810363322758222,0.4433220625528318,0.6625288321755625,0.13389593355991952,0.06744416053543481,0.6690149498259267
0.3341594797832666,0.48385460693153,0.742166536550968,0.3373670954215963,0.47413475322547616,0.758716104039845,0.21850079744816586,0.0,0.6351351351351351,0.28545810443488356,0.48385460693153,0.742166536550968,0.17600989446895204,0.07241459209606799,0.47413475322547616
0.2515742873037841,0.5507607776838546,0.6011216125037124,0.27209922158770977,0.3019864837190252,0.7825124515771997,0.12546517809675706,0.0,0.5135135135135135,0.23097033941928777,0.5507607776838546,0.6011216125037124,0.13161824671404515,0.05162445539233946,0.3019864837190252
0.4718557156258166,0.45790363482671176,0.8678421152411107,0.4306927589129579,0.8952693016588164,0.7659103486441616,0.07177033492822966,0.0,0.6216216216216216,0.26296294030679607,0.45790363482671176,0.8678421152411107,0.12540177971741623,0.14701247615225593,0.8952693016588164
0.9414292892910571,0.0110312764158918,0.43632246315463014,0.2740861473360046,0.9846405898013516,0.12340896513558385,0.6549707602339181,0.0,0.0,0.12761167338474214,0.0110312764158918,0.43632246315463014,0.43252403940625933,0.04550450606533601,0.9846405898013516
0.3690200017911705,0.5641589180050719,0.6781210995779141,0.3473857150855711,0.667704280155642,0.6934144991698948,0.19670388091440724,0.0,0.5135135135135135,0.2675036502454306,0.5641589180050719,0.6781210995779141,0.14643415739455465,0.08294164538438534,0.667704280155642
0.46554021111866883,0.21555367709213863,0.6959778818089656,0.35941616400248644,0.9500307188203972,0.7343663530713891,0.20361509835194044,0.0,0.35135135135135137,0.22491979646604723,0.21555367709213863,0.6959778818089656,0.08390796254627278,0.0930690962708232,0.9500307188203972
0.7835970846720997,0.4162299239222316,0.7498092930819223,0.27467260924813564,0.8841286094613967,0.33093525179856115,0.26687931951089844,0.0,0.44594594594594594,0.21883330039023843,0.4162299239222316,0.7498092930819223,0.15300749371512848,0.0533901077885819,0.8841286094613967
0.22160592149830702,0.7696111580726965,0.6694112088510051,0.34379891655109984,0.36428425148474297,0.9418926397343663,0.03349282296650718,0.0,0.7162162162162162,0.2344374693548509,0.7696111580726965,0.6694112088510051,0.17606595284826368,0.09221054099228537,0.36428425148474297
0.18263167973374683,0.7224852071005917,0.5957231331840435,0.35340515612958606,0.249068195781282,0.8976203652462645,0.06804891015417332,0.0,0.6216216216216216,0.4998553279953465,0.7224852071005917,0.5957231331840435,0.1645550857797726,0.0887421887933654,0.249068195781282
0.4507282634008681,0.4150887573964497,0.682007117992008,0.3560870844175588,0.6825312308007373,0.7526286662977311,0.1366294524189261,0.0,0.527027027027027,0.38105661443321964,0.4150887573964497,0.682007117992008,0.4416769204660775,0.09461954544100673,0.6825312308007373
0.30166417530614975,0.5422231614539307,0.7247153473120966,0.3511288630783507,0.5098914601679295,0.8671831765356945,0.14354066985645933,0.0,0.7297297297297297,0.23073666951377833,0.5422231614539307,0.7247153473120966,0.15420459097642095,0.09352621822773975,0.5098914601679295
0.74886802106777,0.0,0.4279374832612753,0.39253912444278427,0.9761621953716977,0.5971223021582733,0.37373737373737376,0.0,0.47297297297297297,0.18148649947638457,0.0,0.4279374832612753,0.08402584397822732,0.10550202183539861,0.9761621953716977
0.5131188800103785,0.266821639898563,0.48238043717524626,0.31006990634216025,0.6887569117345894,0.8710570005534034,0.2551834130781499,0.0,0.7567567567567568,0.197982120505768,0.266821639898563,0.48238043717524626,0.2961729441685842,0.07220091502099615,0.6887569117345894
0.4693627547431913,0.2820371935756551,0.6967631257632055,0.4597157982213087,0.8669670284661068,0.8871057000553404,0.06698564593301436,0.0,0.6756756756756757,0.22365660923137848,0.2820371935756551,0.6967631257632055,0.7116281987400673,0.16562477467912795,0.8669670284661068
0.4936376790218368,0.48174133558748944,0.8167518928067786,0.3087304293663307,0.7397091951669056,0.7221914775871611,0.12121212121212122,0.0,0.6891891891891891,0.22479014990767207,0.48174133558748944,0.8167518928067786,0.38652335392192483,0.07109460825219546,0.7397091951669056
0.6227938160993436,0.32599323753169906,0.8962439990040589,0.27010967342415726,0.8903133319680524,0.7006087437742115,0.1419457735247209,0.0,0.6756756756756757,0.21577642540123246,0.32599323753169906,0.8962439990040589,0.10097875853159773,0.05555049850729272,0.8903133319680524
0.6649617327243327,0.564116652578191,0.965349580271045,0.20953434963788348,0.589965185336883,0.27670171555063644,0.3524720893141946,0.0,0.1891891891891892,0.21628057767429062,0.564116652578191,0.965349580271045,0.14830234207081838,0.026802848255316303,0.589965185336883
0.4003107920125876,0.5273879966187659,0.5843002835500158,0.3452115420876782,0.6841286094613966,0.6131710016602103,0.2254120148856991,0.0,0.14864864864864866,0.08667971147665036,0.5273879966187659,0.5843002835500158,0.132149288254102,0.07888162724964577,0.6841286094613966
0.8105767409626378,0.015046491969568893,0.48935823952126656,0.2598038310811089,0.7879582224042597,0.49252905368013283,0.5986177565124934,0.0,0.7162162162162162,0.21821648779997424,0.015046491969568893,0.48935823952126656,0.41775343968937284,0.04351763119627,0.7879582224042597
0.5031235774911201,0.34716821639898565,0.82232981797337,0.31180813043493727,0.6872004915011264,0.673491975650249,0.2838915470494418,0.0,0.7027027027027027,0.08958089432797058,0.34716821639898565,0.82232981797337,0.17246850112548187,0.06727242552586118,0.6872004915011264
0.5101252558380968,0.12362637362637363,0.4758108257443821,0.39799724778819384,0.6784763465082941,0.8765910348644161,0.20148856990962255,0.0,0.7162162162162162,0.3463145081121429,0.12362637362637363,0.4758108257443821,0.37207850941652576,0.1223459150070607,0.6784763465082941
0.6269328727142834,0.012045646661031277,0.3960730122939182,0.33127130586464704,0.9293467130862175,0.6402877697841727,0.48219032429558745,0.0,0.7837837837837838,0.25931228699716985,0.012045646661031277,0.39607301229391817,0.5193768018497715,0.07518432075311601,0.9293467130862175
0.4766307051087234,0.3410819949281488,0.7333425012841948,0.33982611278784985,0.684783944296539,0.6784726065301605,0.17597022860180755,0.0,0.5405405405405406,0.26434410088648946,0.3410819949281488,0.7333425012841946,0.5095059136272395,0.08287290327550055,0.684783944296539
0.6030723391390103,0.1672865595942519,0.14476766809093378,0.3139225572848152,0.49686668031947573,0.8295517432208079,0.42105263157894735,0.0,0.8648648648648649,0.17914854886019255,0.1672865595942519,0.14476766809093386,0.16242111070741325,0.07173730386132218,0.49686668031947573
0.319995523519683,0.44644970414201185,0.4276857348166173,0.3838438547340168,0.36641408969895556,0.8942999446596569,0.15629984051036683,0.0,0.7837837837837838,0.21402444742961269,0.44644970414201185,0.4276857348166172,0.1276918643742196,0.112666784647814,0.36641408969895556
0.6255317861533035,0.08871513102282333,0.8812109153956582,0.43605893965414644,0.9521195986074135,0.8749308245711124,0.06539074960127592,0.0,0.7027027027027027,0.2589435931238589,0.08871513102282333,0.8812109153956582,0.19613546881890953,0.15086090270189806,0.9521195986074135
0.187220315193706,0.5967032967032967,0.5074371112105702,0.40155058892679374,0.2958427196395658,0.9003873824017709,0.06432748538011696,0.0,0.6486486486486487,0.2442691554483573,0.5967032967032967,0.5074371112105702,0.06666024420051307,0.12256659771082978,0.2958427196395658
0.2101765382856648,0.6524936601859679,0.6306418085132183,0.4496540314566905,0.4672537374564817,0.9346983951300498,0.057947900053163214,0.0,0.7162162162162162,0.21532999963923688,0.6524936601859679,0.6306418085132183,0.1507625392638015,0.15989734277474113,0.4672537374564817
0.23681238970703403,0.7031276415891801,0.5781177505892068,0.26441923419935176,0.271431497030514,0.8223574986164914,0.17278043593833067,0.0,0.7162162162162162,0.25810641593449124,0.7031276415891801,0.5781177505892068,0.10080474188534862,0.0433838099850538,0.271431497030514
0.3238307187340344,0.3136517328825021,0.6684302209519425,0.594602871492479,0.8103624820806881,0.7996679579413393,0.21477937267410951,0.0,0.9324324324324325,0.2581617967149732,0.3136517328825021,0.6684302209519425,0.14427264857203093,0.24362539624636337,0.8103624820806881
1.0,0.012764158918005072,0.0,0.28312563043269945,0.9620724964161376,0.0,1.0,0.0,1.0,0.4825841142638437,0.012764158918005072,0.0,0.3921948851866979,0.042099409203224525,0.9620724964161376
0.5114649047626358,0.29311073541842775,0.6302482328736786,0.3540800404318513,0.743477370468974,0.7327061427780852,0.22328548644338117,0.0,0.7027027027027027,0.1828929174577582,0.29311073541842775,0.6302482328736786,0.2883230870089951,0.08742444430305023,0.743477370468974
0.04181611972476802,0.9267117497886729,0.7857575003722547,0.391208230139951,0.07065328691378252,0.975650249031544,0.006379585326953748,0.0,0.7027027027027027,0.2406346949403605,0.9267117497886729,0.7857575003722547,0.08275566904711565,0.1186159634705179,0.07065328691378252
0.3315052381021686,0.5117075232459848,0.7468359391307818,0.46601407961086333,0.6682367397091952,0.8339789706696181,0.11004784688995216,0.0,0.4189189189189189,0.21274753706196028,0.5117075232459848,0.7468359391307818,0.2607048650747228,0.1603367160632332,0.6682367397091952
0.6919411895648879,0.05989010989010989,0.4202647453083845,0.2872520656716978,0.8640999385623592,0.48422800221361373,0.4885699096225412,0.0,0.7162162162162162,0.2543525916967062,0.05989010989010989,0.4202647453083845,0.2478571708901249,0.05246866327881591,0.8640999385623592
0.706603053294333,0.14543533389687235,0.7134509265842236,0.2459999346203739,0.8915011263567479,0.6889872717210846,0.3136629452418926,0.0,0.7162162162162162,0.2138633079597247,0.14543533389687235,0.7134509265842236,0.30522904621144503,0.0419310240509983,0.8915011263567479
0.6411211791335474,0.09581572273879967,0.6572128214491383,0.34163419952743673,0.8883473274626255,0.7172108467072495,0.27006911217437535,0.0,0.7162162162162162,0.9361937830938667,0.09581572273879967,0.6572128214491383,1.0,0.08416926992623609,0.8883473274626255
