"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
19.0243890035138,0.538152038294069,-5.2566312499932,-4.84650523271694,-4.2632470263018,-6.46402755194467,-1.2416287067902,-2.65664290858249,-2.90965322933243,-1.69198065236297,8.41944458417421,17.6059182270756,-0.866860065992221,4.4916664288374,-16.9905075747192,0.0753833997915685
